name,address,phones,cuisine,category,working_hours,avg_cost_2_people,features,description,facebook,instagram,twitter,foursquare,email,latitude,longitude,images,url
New Life,"Ağa Nemətulla küç., 29/89",012 4183009,Avropa; Azərbaycan,Restoranlar,09:00-00:00,,Biznes lanç; Çatdırılma; Fon musiqisi; İçkilər; Wi-Fi; Vip zona; Səhər yeməyi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sərbəst Wi-Fi,"İş günləri ""New Life"" -da omletlə doyumlu ev səhər yeməkləri və bir neçə yeməkdən ibarət münasib qiymətə niznes -lanç verilir. Axşamlar isə burada baş aşpazın kulinar ustalığına qiymət verərək dadlı axşam yeməyi yeməklə yanaşı siz ətirli çay içərək iş görüşləri keçirə bilərsiniz. O cümlədən  ""New Life"" -da ailə ilə birlikdə vaxt keçirə, yubiley qeyd edə, korporativ gecələr və banketlər ( 40 nəfərə qədər) keçirə bilərsiniz. Məkanın rahat interyeri buna imkan verir.",,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/666-new-life
Paradise,"Üzeyir Hacıbəyov küç., 26",012 4987411,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/667-paradise
Philomela Club & Restaurant,"Bül-bül pr., 42",012 4987817,,Restoranlar,,,Fon musiqisi; İçkilər,Məqsədimiz dadlı və ləziz yeməklərlə bərabər yüksək səviyyəli xidmətimiz ilə qonaqları razı salmaqdır. Burada özəl günlərinizi yaxın dostlarınızla qeyd edə bilərsiniz.,https://www.facebook.com/pages/Philomela-Club-Restaurant/230105427064964?sk=timeline,,,,,40.3816507,49.8415403,https://bakuguide.com/images/places/668/philomela-club-restaurant-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/668-philomela-club-restaurant
Shesh Besh,"Müzəffər Nərimanov küç., 2058",055 3030000,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/669-shesh-besh
Shua,"Koroğlu Rəhimov küç., 19",012 4656724,Avropa; Azərbaycan,Restoranlar,09:00-00:00,,,Avropa və milli mətbəxin ləziz təamlarına SHUA restoranında dada bilərisiniz. Restoran 100 nəfəri əhatə edir və burada siz özəl günlərinizi qeyd edə bilərsiniz.,,,,,,40.3958208,49.8601579,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/670-shua
Sultan 2,"Xaqani küç.,14/16",012 4988845; 070 2988845,Avropa; Azərbaycan,Restoranlar,09:00-00:00,20-30,Kredit kartla ödəniş; Take Away,1998-ci ildən etibarən Sultan restoranı fəaliyyət göstərir və paaaytaxtın ən popular restoranlarından biridir. Milli və Avropa mətbəxinin üstün olduğu Sultan restoranında siz damaq zövqünüzə uyğun yeməklərin dadına baxaraq burada istirahət edəcəksiniz. Sultan restoranının kollektivi müştərilərin rahatlığı üçün əlindən gələni əsirgəmir.,https://www.facebook.com/sultanbaku/timeline,,,,,40.3760181,49.8530588,https://bakuguide.com/images/places/671/sultan-2-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/671-sultan-2
Azerbaijan Jokey Club,"Mərdəkan şossesi ,Binə qəsəbəsi",012 5658952,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/673-azerbaijan-jokey-club
Azeri House,"Xocalı pr., 15",012 4152012,,Restoranlar,,,,,https://www.facebook.com/AzeriHouse/timeline,,,,,40.3919897,49.9664492,https://bakuguide.com/images/places/674/azeri-house-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/674-azeri-house
Beijing,"Mirəli Qaşqay küç., 44",012 4410798,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/676-beijing
Çalıquşu,"Nizami küç., 91",012 4932081,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/683-caliqusu
Le Chateau,"Lermontov küç., 123/B",012 4372180,,Restoranlar,,,,,,,,,,,,https://bakuguide.com/images/places/685/le-chateau-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/685-le-chateau
Chateau Steak House,"Hacı Zeynalabdin Tağıyev küç., 8",051 7488024,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/687-chateau-steak-house
Churasco Steak House,"Üzeyir Hacıbəyov küç., 14",012 5985409,Amerika; Avropa,Restoranlar,12:00 - 23:00,,Biznes lanç; Canlı musiqi; İçkilər; Wi-Fi,"“CHURRASCO-STEAK HOUSE” restoranı öz fəaliyyətinə 1999-cu ilin fevral ayından başlayıb. Açıldığı gündən bu günə qədər o, özünün rahat atmosferi və özünə cəlbedən heyəti diqqət çəkib. Axı indi daha çox mühüm olan sadəcə dadlı yemək deyil, həm də düzgün atmosfer, musiqi, heyəti olan yerdə istirahət etməkdir. Bu restoran keyfiyyətli ət yeməkləri və qril həvəskarlarının sevimli istirahət yeridir. Köhnə və olduqca məşhur “CHURRASCO-STEAK HOUSE” Malakan bağının yaxınlığında yerləşir. Burada sevimli insanla romantik axşam keçirmək, ailə mühitində istirahət etmək və tələsmədən biznes layihələrini müzakirə etmək olar. Menyu baş aşpazımızın təklif etdiyi Avropa mətbəxinin ən yaxşı yeməkləri, təzə salatlar, qəlyanaltılar, öz istehsalımız olan bütün mümkün souslar və dadlı desertlərlə təmsil edilib. “CHURRASCO-STEAK HOUSE” interyeri vintaj tərzində işlənib: çoxlu ağaclar və pozitiv dekor, bütün masalar lıassik servisləmə ilə düzəldilib. “CHURRASCO-STEAK HOUSE” restoranına qonaq gəlin və siz onda başa düşəcəksiniz ki, niyə bütün qonaqlarımız buraya məmnuniyyətlə və daimi gəlirlər.",https://www.facebook.com/pages/Churrasco-steak-house/383071401767380,,,,,40.372522,49.8456427,https://bakuguide.com/images/places/689/churasco-steak-house-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/689-churasco-steak-house
Elif Restaurant,"Üzeyir Hacıbəyov küç., 34/36",012 5981105,Türk,Restoranlar,08:00 - 23:00,10-15,Banketlərin qəbulu; VİP otaq; Kredit kartla ödəniş; Masaların sifarişi,"Məkan ciddi üslubu və interyer sadəliyi ilə fərqlənir: gözəl banket zalı və rahat guşə hər bir müştəriyə maksimum rahatlamaq imkanı verəcək. Restoranın münasib qimətləri onu bütün qonaqlar üçün cəlbedici edir. Bura nahar etmək üçün gəlmək, yaxşı və ucuz qiymətə axşam yeməyi yemək olar.",,,,http://4sq.com/9krkkJ,,40.373267,49.848806,https://bakuguide.com/images/places/694/elif-restaurant-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/694-elif-restaurant
Euphoria Lounge,"Xocalı pr., 55, AGA Business Center,1-ci mərtəbə",050 2450099; 050 7801050,İtaliya,Restoranlar,10:00-03:00,,Fon musiqisi; İçkilər; Wi-Fi; VİP otaq; Karaoke; Kredit kartla ödəniş; Masaların sifarişi; Qəlyan; Sərbəst Wi-Fi,İtalyan mətbəxinin ləziz təamların Euohoria Lounge-də dada bilərsiniz. Burada siz öz rahatçılığınızı tapacaqsınız və dostlarınızla bərabər sevdiyiniz ən son hit mahnıları oxuya bilərsiniz. Restoran Qelyan sevərləri düşünərək işinin peşəkarı olan ustamız tərəfindən hər damaq zövqünə uyğun qəlyanlar hazırlanır.,,,,,,40.3833232,49.8778115,https://bakuguide.com/images/places/697/euphoria-lounge-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/697-euphoria-lounge
Gazelli Cafe,"Nizami küç., 93",012 4934745,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/698-gazelli-cafe
Diamond Club,"Mərdanov qardaşları küçəsi 18, Nəsimi r-nu",012 4933740; 055 8299999,Fransız; İtaliya,Klublar,13:00 - 00:00,,,"Fransız və İtalyan mətbəxinin ləziz təamları ilə digər restoranlardan seçilən Daimond Club, öz fisunar dizaynı, xidməti və canlı musiqisi ilə gələn qonaqları özünə heyran qoyur.",https://www.facebook.com/DiamondClubAzerbaijan?fref=ts,,,,,40.3860181,49.8335549,https://bakuguide.com/images/places/721/diamond-club-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/721-diamond-club
20th floor Terrace,"Nizami küç.,90 (Landmark)",012 4652000,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/753-20th-floor-terrace
Au79 - restoran,"Xocalı pr.,55 (AGA business center)",012 4644198,Dəniz; İtaliya; Meksika,Restoranlar,09:00-23:00,15-20,Biznes lanç; Çatdırılma; Fon musiqisi; İçkilər; Wi-Fi; Səhər yeməyi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sərbəst Wi-Fi; Park xidməti,"Günə bizimlə başlayın! Axı uğurlu gün üçün yaxşı səhər yeməyi çox vacibdir. 12:00-dan 16:00-a qədər isə sizə hər gün yenilənən Lanç Menyu təklif edirik. Axşamlar sizləri rahat ab-hava, xoş musiqi, kokteyl və təkrarsız menyu gözləyir.",https://www.facebook.com/Au79CR?fref=ts,,,http://4sq.com/sITStq,,40.383323,49.877812,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/754-au79-restoran
Avangard,"28 May küç.,13",012 4930066; 012 4982045; 050 3220530,,Restoranlar,12:00 -sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/755-avangard
Bakı gecələri,"Bayıl qəs., G.Əliyev küç., 24",012 4912044,,Restoranlar,10:00-24:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/756-baki-geceleri
Boutique Palace,Ə.Əliyev küçəsi 9,012 4922288,,Restoranlar,24 saat,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/757-boutique-palace
Chilis,"N.Şahbazov küç.,36 (151 №li məktəbin arxasında)",012 4408155; 050 3860055,,Restoranlar,10:30 -sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/758-chilis
Cafe Vienna,"Sheraton Baku Airport Hotel, Heydər Əliyev adına beynəlxalq Hava Limanı",012 4374986,,Restoranlar,24 saat,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/759-cafe-vienna
Caesar,"C. Cabbarlı küç., 44 (Caspian Plaza)",012 4373511; 051 8593511,,Restoranlar,12:00-03:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/760-caesar
Del Grano,"Neftçilər pr., ""Park Bulvar"" Ticarət Mərkəzi",012 5987330,Fast food; İtaliya,Restoranlar,10:00-23:00,,Fon musiqisi; Kredit kartla ödəniş,"""Del Grano"" kafe -italyan fast-fud kafedir. Burada sizi təzə ev pastası, makaron yeməkləri, müxtəlif souslar gözləyir. Məqsədimiz müştərilərimizə keyfiyyətli və tez xidmət göstərmək, aralıq dənizi mətbəxinin xeyirli və dadlı yeməklərini təqdim etməkdir.",/cdn-cgi/l/email-protection#2d494841004a5f4c43426d454259404c4441034e4240,,,http://4sq.com/uDNASH,,40.370768,49.849766,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/761-del-grano
Eliza,"F. Bayramov küç., 1130/33 (BƏM)",012 4902222,,Restoranlar,19:00-24:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/762-eliza
Evdə bar & grill,"S.Vurğun küç.,25",012 4931046,,Restoranlar,12:00-sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/763-evde-bar-grill
Fame,"Ü. Hacıbəyov küç., 38/3",012 5988866; 050 5988866,,Restoranlar,12:00-23:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/764-fame
Fillet,"Neftçilər pr., 145",012 5980573; 050 2222770,,Restoranlar,12:00 -23:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/765-fillet
Golden Cage,"M.Müşfiq küç.,1C, (Kempinski Hotel Badamdar)",012 5389090,,Restoranlar,06:00-00:00,,Canlı musiqi; Fon musiqisi; İçkilər; Yay terrası; Wi-Fi; Uşaqlar üçün əyləncə; Səhər yeməyi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sigaret çəkməyən və çəkənlər üçün masalar; Sərbəst Wi-Fi; Park xidməti,"Kempinski oteldə yerləşən xüsusi tədbirlər üçün xüsusi restoran Golden cage -burada hər bir dəqiqə unudulmaz keçir. Burada hər bir müştəriyə xüsusi diqqət göstərilir, hər bir qonaqlıq çox maraqlı keçir. Restoranda istənilən əlamətdar hadisəni qeyd etmək, ləzzətli yeməklərdən zövq almaq və gözəl ab-havada dincəlmək olar!",https://www.facebook.com/kempinskihotels/timeline,,,http://4sq.com/10oNojP,,40.354802,49.8033,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/766-golden-cage
Il Mosaico Restorante Italiano,"Əlizadə küçəsi, 14",012 4936193,,Restoranlar,12:00 - 15:00; 18:00 - 00:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/767-il-mosaico-restorante-italiano
Qorodok,"A. Şaiq küçəsi, 245 A",012 4802530; 050 2342484,Azərbaycan; Qafqaz; Rus,Restoranlar,12:00- 00:00,30-40,Biznes lanç; Canlı musiqi; Çatdırılma; Fon musiqisi; İçkilər; Yay terrası; Wi-Fi; Vip zona; Karaoke; Kredit kartla ödəniş; Masaların sifarişi; Sərbəst Wi-Fi; Park xidməti,"Burada bir şüşə yaxşı şərabla ləzzətli axşam yeməyindən həzz almaq və ya sadəcə yaxşı nahar etmək olar. Restorana daxil olduqda siz müxtəlif tematik sahələrdə dostlar və yaxınlarınızla yaxşı vaxt keçirə biləcəksiniz. Burada özünüzü əfsanəvi şəhərcikdə hiss edəcəksiniz. Bakının ən rahat restoranlarından biri olan ""Qorodok"" sizə Avropa, rus və milli yeməklərin dadına baxmaq imkanı verir. Ancaq bizdə baş aşpazın orijinal üsulu ilə hazırlanmış ən yaxşı kabablar və manqal yeməkləri.",https://www.facebook.com/restoran.qorodok?fref=ts,,,http://4sq.com/1v3lgnU,,40.385349,49.822145,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/768-qorodok
Sapphire lounge,"S.Vurğun küçəsi, 23",012 4989008; 012 4989005; 050 5515888,,Restoranlar,24 saat,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/769-sapphire-lounge
Sugar Lounge,"Azadlıq pr.,1 (Hilton otel)",012 4645000,,Restoranlar,08:00-01:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/770-sugar-lounge
Tratto Club,"Atatürk prospekti, 9",050 2310087,,Restoranlar,12:00-sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/771-tratto-club
Twilight lounge & bar,"Bül-Bül prospekti, 40",012 498055 85; 055 /50 3223066,,Restoranlar,24 saat,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/772-twilight-lounge-bar
Tu Cafe,"O.Əliyev küçəsi,7 (Nərimanov rayonu)",012 5663314; 055 2104255,,Restoranlar,10:00 -sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/773-tu-cafe
Seto,"Nizami küçəsi, 90 (Landmark)",012 4652000,,Restoranlar,12:00 -23:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/774-seto
Sky Grill,"Azadlıq pr.,1 (Hilton otel)",012 4645000,,Restoranlar,06:00-00:00,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/775-sky-grill
Şəki,"Ə. Rəcəbli küçəsi,38",050 5082707; 0050 3332081,,Restoranlar,11:00-sonuncu müştəriyə qədər,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/776-seki
Atrium (ITC Plaza),"H. Əliyev p-ti, 95",012 5670000,Avropa; İtaliya; Qafqaz,Restoranlar,24 saat,30,Bilyard; Biznes lanç; Canlı musiqi; Fon musiqisi; İçkilər; Wi-Fi; Səhər yeməyi; Kredit kartla ödəniş; Masaların sifarişi; Sigaret çəkməyən və çəkənlər üçün masalar; Sərbəst Wi-Fi; Park xidməti,"Geniş, işıqlı zal, iki böyük plazma ekran, Qafqaz və Avropa mətbəxi. Fəaliyyət göstərdiyimiz müddət ərzində biz banket keçirmək üçün böyük təcrübə əldə etmişik. Toy, ad günü, təqdimat mərasimi, korporativ şənliklər, əyləncə gecələri - əmin olun ki, qonaqlığınız sizin və qonaqlarınızın yaddaşında ən isti xatirə olaraq qalacaq.oy, ad günü, təqdimat mərasimi, korporativ şənliklər, əyləncə gecələri - əmin olun ki, qonaqlığınız sizin və qonaqlarınızın yaddaşında ən isti xatirə olaraq qalacaq.",,,,http://4sq.com/SdlFkx,,40.406438,49.888573,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/777-atrium-itc-plaza
Aysberq Bar,"Salyan Şossesi Şix Çimərliyi, “Aysberq“ İstirahət Mərkəzi",012 5650745; 055 3579119,,Publar & Barlar,24 saat,,,"Azərbaycanın nadir iqlimə malik olan Abşeron yarımadasının cənub-qərbində, Xəzər dənizinin müalicəvi qumlu sahilində yerləşən “Aysberq “ İstirahət Mərkəzi Bakı şəhərinin mərkəzindən  12 km-lik məsafədə yerləşir. İstirahət Mərkəzində dünyanın dörd qütbünün ləzzətini dadmaq üçün 150 yerlik “Aysberq bar” restoranı beynəlxalq dərəcəli sertifikatlara malik mətbəx ustaları ilə xidmət göstərir.",https://www.facebook.com/AysberqOtel,,,http://4sq.com/nCiPzv,,40.311168,49.7997868,https://bakuguide.com/images/places/784/aysberq-bar-1.jpg; https://bakuguide.com/images/places/784/aysberq-bar-2.jpg; https://bakuguide.com/images/places/784/aysberq-bar-3.jpg; https://bakuguide.com/images/places/784/aysberq-bar-4.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/784-aysberq-bar
Lobbi Bar,"Tiflis pr., 49/C, Çıraq Plaza",012 4997200,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/805-lobbi-bar
Cilantro,"Azadlıq pr., 1/B",012 4645000,Beynəlmiləl,Restoranlar,07:00 - 22:00,40-55,Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Sigaret çəkməyən və çəkənlər üçün masalar; Park xidməti,"Cilantro restoranında özünüzü aralıq dənizi mətbəxi yeməkləri ilə sevindirin. Balıq, dəniz məhsulları, meyvə, tərəvəz və ətrili ədviyyatlarla hazırlanan zərif dadlı yeməklərdən zövq alın.",/cdn-cgi/l/email-protection#ee8c8f859bc09d8f828b9dae8687829a8180c08d8183,,,http://4sq.com/Jliq6t,,40.372285,49.849739,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/806-cilantro
Neapol,"Bakı-Sumqayıt şossesi, 14 km",012 4483100; 012 4483700; 050 2502030,Avropa; Azərbaycan; Türk,Restoranlar,24 saat,30-40,Canlı musiqi; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Sərbəst Wi-Fi,"Burada ləzzətin gözəllik və zərifliyi sizi təəccübləndirəcək. Sakit və rahat şəraitdə canlı musiqi dinləyə, əsl istirahət edə, gündəlik həyat qayğılarını unuda və problemlərdən uzaqlaşa biləcəksiniz. Restoranımızın menyusunda Avropa, Türkiyə və Milli mətbəxin ləzzətli yeməkləri daxildir. Aşpazlarımızın bacarıq və ustalıqlarına heyran olacaqsınız.",https://www.facebook.com/Neapol.Hotel/timeline,,,http://4sq.com/RbSo85,,40.476889,49.734303,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/807-neapol
Titanik,"Salyan Şossesi Şix Çimərliyi, “Aysberq“ İstirahət Mərkəzi",012 5650745; 051 9055438,,Restoranlar,,,,,/cdn-cgi/l/email-protection#066f68606946677f756463747728677c,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/815-titanik
Atlantik,"Salyan Şossesi Şix Çimərliyi, “Aysberq“ İstirahət Mərkəzi",012 5650745; 051 9055438,,Restoranlar,,,,,/cdn-cgi/l/email-protection#8de4e3ebe2cdecf4feefe8fffca3ecf7,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/816-atlantik
VIP,"Salyan Şossesi Şix Çimərliyi, “Aysberq“ İstirahət Mərkəzi",012 5650745; 051 9055438,,Restoranlar,,,,,/cdn-cgi/l/email-protection#1c75727a735c7d656f7e796e6d327d66,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/817-vip
Breakfast,"Salyan Şossesi Şix Çimərliyi, “Aysberq“ İstirahət Mərkəzi",012 5650745; 051 9055438,,Restoranlar,,,,,/cdn-cgi/l/email-protection#6801060e072809111b0a0d1a19460912,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/818-breakfast
